title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
"Place Promised in Our Early Days, The",2004,381348.0,3772,1,6.9,15168.0,90,Animation,Drama,Romance
"Polar Express, The",2004,338348.0,3971,1,6.6,241905.0,100,Adventure,Animation,Comedy
Layer Cake,2004,375912.0,4011,1,7.3,196051.0,105,Action,Crime,Drama
Connie and Carla,2004,345074.0,4059,3,6.3,8664.0,98,Comedy,Crime,Music
Gladiatress,2004,339072.0,4083,3,4.2,1481.0,89,Adventure,Comedy,
Nochnoy dozor (Night Watch),2004,403358.0,4249,1,6.4,55433.0,114,Action,Fantasy,Horror
Ginger Snaps 2: Unleashed,2004,353489.0,4292,3,6.4,15261.0,94,Horror,Thriller,
White Chicks,2004,381707.0,4298,3,5.8,164027.0,109,Comedy,Crime,
Ghost Cat,2004,371835.0,4328,3,5.5,634.0,90,Drama,Family,Mystery
Hellboy,2004,167190.0,4338,1,6.8,350998.0,122,Action,Adventure,Fantasy
He Was Cool (Geunomeun meoshiteotda),2004,415819.0,4368,3,6.1,1385.0,113,Comedy,Romance,
Crimes of Fashion,2004,414923.0,4389,3,4.7,1401.0,90,Comedy,,
"Life Aquatic with Steve Zissou, The",2004,362270.0,4408,2,7.2,211379.0,119,Action,Adventure,Comedy
Home on the Range,2004,299172.0,4438,3,5.4,26106.0,76,Adventure,Animation,Comedy
Taxi,2004,316732.0,4486,3,4.5,44945.0,97,Action,Comedy,Crime
Eulogy,2004,349416.0,4524,3,6.4,9283.0,91,Comedy,Drama,
Secret Window,2004,363988.0,4525,1,6.5,209928.0,96,Drama,Mystery,Thriller
Caribe,2004,439491.0,4565,3,6.0,237.0,90,Drama,Mystery,
Bride and Prejudice,2004,361411.0,4571,3,6.2,21694.0,122,Comedy,Drama,Musical
Nemmeno il destino,2004,435224.0,4587,1,7.0,195.0,110,Drama,,
Nina,2004,399412.0,4630,3,6.6,1003.0,85,Animation,Drama,Thriller
Creep,2004,381966.0,4696,3,5.6,31826.0,85,Horror,Mystery,Thriller
House of Voices (Saint Ange),2004,367000.0,4726,3,5.0,4948.0,98,Drama,Fantasy,Horror
"Holy Girl, The",2004,300270.0,4828,3,6.7,4324.0,106,Drama,,
"Village, The",2004,368447.0,4842,3,6.6,278433.0,108,Drama,Mystery,Thriller
Bridget Jones: The Edge of Reason,2004,317198.0,4928,3,6.0,122703.0,108,Comedy,Drama,Romance
Shark Tale,2004,307453.0,4979,1,6.0,199429.0,90,Adventure,Animation,Comedy
Before Sunset,2004,381681.0,5117,0,8.1,288936.0,80,Drama,Romance,
Dodgeball: A True Underdog Story,2004,364725.0,5201,3,6.7,267898.0,92,Comedy,Sport,
Meet the Fockers,2004,290002.0,5210,3,6.3,287282.0,115,Comedy,Romance,
National Treasure,2004,368891.0,5336,2,6.9,356126.0,131,Action,Adventure,Mystery
Jennifer&#39;s Shadow,2004,382761.0,5392,3,4.4,595.0,96,Horror,Mystery,Thriller
"Librarian: Quest for the Spear, The",2004,412915.0,5401,3,6.2,21899.0,92,Action,Adventure,Comedy
After the Sunset,2004,367479.0,5550,3,6.2,49934.0,97,Action,Comedy,Crime
Dear Frankie,2004,377752.0,5573,3,7.7,22500.0,105,Drama,Romance,
Jersey Girl,2004,300051.0,5609,2,6.2,70653.0,102,Comedy,Drama,Romance
"Machinist, The",2004,361862.0,5659,1,7.6,416634.0,101,Drama,Thriller,
"Perfect Score, The",2004,314498.0,5673,3,5.7,26264.0,93,Comedy,Crime,Drama
She Hate Me,2004,384533.0,5824,2,5.3,8256.0,138,Comedy,Drama,
Being Julia,2004,340012.0,5877,3,7.0,12940.0,104,Comedy,Drama,Romance
Alexander,2004,346491.0,5920,1,5.6,176913.0,175,Action,Biography,Drama
Shutter,2004,440803.0,5952,1,7.0,49348.0,97,Horror,Mystery,Thriller
Christmas with the Kranks,2004,388419.0,5968,3,5.5,57648.0,99,Comedy,Family,
Veer-Zaara,2004,420332.0,5976,3,7.8,57609.0,192,Drama,Family,Musical
Swades,2004,367110.0,5988,3,8.2,98729.0,189,Drama,Musical,
Without a Paddle,2004,364751.0,6008,3,5.8,51011.0,95,Adventure,Comedy,Mystery
Puppet Master vs Demonic Toys,2004,431340.0,6070,3,3.9,2566.0,88,Comedy,Fantasy,Horror
Taking Lives,2004,364045.0,6149,2,6.2,95493.0,103,Crime,Mystery,Thriller
Raise Your Voice,2004,361696.0,6150,3,5.8,28939.0,103,Family,Music,Musical
Mango Kiss,2004,304377.0,6257,3,4.6,463.0,84,Comedy,Romance,
"Prince and Me, The",2004,337697.0,6700,1,5.8,41635.0,111,Comedy,Family,Romance
All the Ships at Sea,2004,459175.0,6739,3,7.1,97.0,64,Drama,,
9 Songs,2004,411705.0,6748,0,4.7,24040.0,71,Drama,Music,Romance
"Door in the Floor, The",2004,348593.0,6842,1,6.6,16207.0,111,Comedy,Drama,
Naruto the Movie: Ninja Clash in the Land of Snow,2004,476680.0,6907,3,6.6,8052.0,82,Action,Adventure,Animation
"Sea Inside, The",2004,369702.0,6923,3,8.0,85351.0,126,Biography,Drama,
Dead Man&#39;s Shoes,2004,419677.0,7119,1,7.5,58554.0,90,Crime,Drama,Thriller
"Assassination of Richard Nixon, The",2004,364961.0,7145,1,6.9,26121.0,95,Biography,Crime,Drama
Yu-Gi-Oh!: The Movie,2004,403703.0,7206,0,5.0,9085.0,90,Action,Adventure,Animation
Blessed,2004,390450.0,7234,3,4.2,2361.0,98,Drama,Horror,Thriller
Romasanta,2004,374180.0,7342,2,5.2,3671.0,90,Drama,Horror,
Stage Beauty,2004,368658.0,7471,2,7.1,10749.0,106,Drama,,
"SpongeBob SquarePants Movie, The",2004,345950.0,7478,3,7.2,102527.0,87,Adventure,Animation,Comedy
Sleepover,2004,368975.0,7602,3,5.3,18071.0,89,Comedy,Family,Romance
A Separate Peace,2004,328400.0,7612,0,5.4,660.0,92,Drama,War,
Before the Fall,2004,384369.0,7617,1,7.4,17222.0,110,Drama,Sport,Thriller
House of D,2004,372334.0,7639,1,6.8,9826.0,97,Comedy,Drama,
Mindhunters,2004,297284.0,7648,1,6.3,64333.0,106,Crime,Horror,Thriller
One Point O,2004,317042.0,7653,1,5.9,5991.0,95,Drama,Horror,Mystery
Dirty Dancing: Havana Nights,2004,338096.0,7668,3,5.9,29556.0,86,Drama,Music,Romance
"Punisher, The",2004,330793.0,7790,1,6.4,170902.0,124,Action,Crime,Drama
Blade: Trinity,2004,359013.0,7926,3,5.8,188692.0,113,Action,Horror,Sci-Fi
"Edukators, The",2004,408777.0,7944,3,7.4,32398.0,127,Drama,Romance,
"Passion of the Christ, The",2004,335345.0,8132,3,7.2,251755.0,127,Drama,,
Magyar vandor,2004,370919.0,8545,0,5.5,4038.0,109,Adventure,Comedy,
Stop Mom Theresa!,2004,379071.0,8546,2,5.4,882.0,127,Comedy,Romance,
Hotel,2004,415855.0,8610,3,5.6,1805.0,76,Drama,Horror,Mystery
In my country,2004,349260.0,8680,3,6.0,2953.0,105,Drama,Romance,
Stuck in the Suburbs,2004,410696.0,8959,3,5.5,4460.0,76,Comedy,Family,Music
Soul Plane,2004,367085.0,9120,3,4.5,24631.0,86,Comedy,,
Pokemon the Movie: Destiny Deoxys,2004,435286.0,9191,1,6.0,4465.0,98,Action,Adventure,Animation
Walking Tall,2004,351977.0,9323,1,6.3,110141.0,86,Action,Crime,
Marseille,2004,360779.0,9363,3,6.4,704.0,95,Drama,,
G.O.R.A.,2004,384116.0,9425,2,8.0,67106.0,127,Adventure,Comedy,Sci-Fi
Confessions of Teenage Drama Queen,2004,361467.0,9480,3,4.7,31411.0,89,Comedy,Family,Music
Skeleton Man,2004,372832.0,9509,3,2.1,2101.0,95,Action,Horror,Thriller
EuroTrip,2004,356150.0,9527,1,6.6,223463.0,92,Comedy,,
Daniel the Wizard,2004,421051.0,9685,1,1.2,14863.0,81,Comedy,Crime,Fantasy
M. Kumaran S/O Mahalakshmi,2004,459449.0,9960,2,7.2,1502.0,166,Action,Drama,Sport
Thunderbirds,2004,167456.0,10383,3,4.3,14492.0,95,Action,Adventure,Comedy
Dead Leaves,2004,439533.0,10602,3,7.1,4431.0,55,Action,Adventure,Animation
Swing Girls,2004,435434.0,10636,3,7.5,4698.0,105,Comedy,Drama,Music
Garfield,2004,356634.0,10736,0,5.0,94232.0,80,Adventure,Comedy,Family
"Motorcycle Diaries, The",2004,318462.0,10865,1,7.7,104897.0,126,Adventure,Biography,Drama
Hotel Rwanda,2004,395169.0,10895,2,8.1,372900.0,121,Biography,Drama,History
You Got Served,2004,365957.0,10959,3,3.9,28635.0,95,Drama,Music,
Seed of Chucky,2004,387575.0,11061,3,4.9,50045.0,87,Comedy,Horror,Thriller
"Pleasure Drivers, The",2005,425357.0,21,3,4.3,641.0,99,Crime,Drama,Thriller
Batman Begins,2005,372784.0,40,1,8.2,1583129.0,140,Action,Crime,Drama
Sin City,2005,401792.0,67,3,8.0,794748.0,124,Crime,Thriller,
"Hitchhiker&#39;s Guide to the Galaxy, The",2005,371724.0,76,1,6.7,208722.0,109,Adventure,Comedy,Sci-Fi
V for Vendetta,2005,434409.0,89,3,8.2,1181690.0,132,Action,Drama,Sci-Fi
Robots,2005,358082.0,99,1,6.4,162421.0,91,Adventure,Animation,Comedy
Walk the Line,2005,358273.0,168,3,7.8,266625.0,136,Biography,Drama,Music
Serenity,2005,379786.0,204,3,7.8,306110.0,119,Action,Adventure,Sci-Fi
Assault on Precinct 13,2005,398712.0,218,3,6.3,82001.0,109,Action,Crime,Drama
Kiss Kiss Bang Bang,2005,373469.0,229,1,7.5,237859.0,103,Comedy,Crime,Mystery
Jarhead,2005,418763.0,250,0,7.0,207253.0,125,Biography,Drama,War
Transamerica,2005,407265.0,262,3,7.4,42381.0,103,Adventure,Comedy,Drama
Herbie Fully Loaded,2005,400497.0,328,3,4.9,50931.0,101,Adventure,Comedy,Family
Joyeux No&euml;l,2005,424205.0,330,0,7.7,32042.0,116,Drama,History,Music
Junebug,2005,418773.0,364,3,6.9,23447.0,106,Comedy,Drama,
Man of the House,2005,331933.0,378,3,5.4,25338.0,100,Comedy,Crime,
"Descent, The",2005,435625.0,379,3,7.2,247852.0,99,Adventure,Horror,Thriller
Thank You for Smoking,2005,427944.0,414,1,7.5,229298.0,92,Comedy,Drama,
Hard Candy,2005,424136.0,415,3,7.0,168336.0,104,Drama,Thriller,
"Good Night, and Good Luck.",2005,433383.0,420,1,7.4,101413.0,93,Biography,Drama,History
Hide and Seek,2005,382077.0,461,3,5.9,88900.0,101,Horror,Mystery,
"Island, The",2005,399201.0,517,3,6.8,328125.0,136,Action,Sci-Fi,Thriller
Brick,2005,393109.0,561,1,7.1,110176.0,110,Crime,Drama,Mystery
Conversations with Other Women,2005,435623.0,604,0,6.9,13123.0,84,Comedy,Drama,Romance
Star Wars: Episode III - Revenge of the Sith,2005,121766.0,674,1,7.6,848231.0,140,Action,Adventure,Fantasy
Water,2005,240200.0,685,3,7.7,15369.0,117,Drama,,
King Kong,2005,360717.0,706,0,7.2,448245.0,187,Action,Adventure,Romance
Imagine Me &amp;amp; You,2005,421994.0,719,3,6.7,36116.0,90,Comedy,Drama,Romance
Chinjeolhan geumjassi,2005,451094.0,735,3,7.5,86343.0,115,Crime,Drama,Thriller
North Country,2005,395972.0,756,3,7.3,44993.0,126,Drama,,
Oliver Twist,2005,380599.0,788,1,6.8,34328.0,130,Crime,Drama,
"40 Year Old Virgin, The",2005,405422.0,816,3,7.1,468643.0,116,Comedy,Romance,
"Skeleton Key, The",2005,397101.0,825,3,6.5,123247.0,104,Drama,Horror,Mystery
Broken Flowers,2005,412019.0,865,3,7.1,106960.0,106,Comedy,Drama,Mystery
Casanova,2005,402894.0,914,3,6.5,56388.0,112,Adventure,Comedy,Drama
Into Great Silence,2005,478160.0,1018,0,7.3,2502.0,169,Documentary,,
Sophie Scholl - Die letzten Tage,2005,426578.0,1044,3,7.6,28710.0,120,Biography,Crime,Drama
"Legend of Zorro, The",2005,386140.0,1059,1,5.9,107808.0,129,Action,Adventure,Romance
War of the Worlds,2005,407304.0,1072,3,6.5,476399.0,116,Action,Adventure,Sci-Fi
Miss Congeniality 2: Armed &amp; Fabulous,2005,385307.0,1074,3,5.1,80429.0,115,Action,Comedy,Crime
Doom,2005,419706.0,1149,1,5.2,118919.0,105,Action,Horror,Sci-Fi
Kingdom of Heaven,2005,320661.0,1150,0,7.3,316948.0,144,Action,Adventure,Drama
Angel-A,2005,473753.0,1275,0,7.0,35723.0,91,Comedy,Drama,Fantasy
Corpse Bride,2005,121164.0,1390,3,7.4,299618.0,77,Animation,Comedy,Drama
Just Like Heaven,2005,425123.0,1396,3,6.7,117573.0,95,Comedy,Drama,Fantasy
Factotum,2005,417658.0,1422,1,6.6,15054.0,94,Comedy,Drama,Romance
Saw II,2005,432348.0,1425,3,6.6,277168.0,93,Horror,Mystery,
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",2005,363771.0,1470,3,6.9,429055.0,143,Adventure,Family,Fantasy
"Mostly Unfabulous Social Life of Ethan Green, The",2005,424287.0,1496,3,6.1,2099.0,88,Comedy,Romance,
"New World, The",2005,402399.0,1532,3,6.7,90059.0,135,Biography,Drama,History
"Muppets&#39; Wizard of Oz, The",2005,422778.0,1587,3,5.1,3931.0,120,Adventure,Comedy,Family
AEon Flux,2005,402022.0,1627,3,5.4,132966.0,93,Action,Adventure,Sci-Fi
"Constant Gardener, The",2005,387131.0,1642,3,7.3,148826.0,129,Drama,Mystery,Romance
"Sun, The",2005,439817.0,1644,0,7.3,2973.0,110,Drama,History,
In Her Shoes,2005,388125.0,1656,3,6.5,65166.0,130,Comedy,Drama,Romance
"Squid and the Whale, The",2005,367089.0,1729,2,7.3,90657.0,81,Comedy,Drama,
Waiting...,2005,348333.0,1753,3,6.7,106387.0,94,Comedy,,
A Bittersweet Life (Dalkomhan insaeng),2005,456912.0,1761,2,7.5,43012.0,119,Action,Crime,Drama
Sky High,2005,405325.0,1819,3,6.3,94909.0,100,Action,Comedy,Family
"Jacket, The",2005,366627.0,1872,2,7.1,119465.0,103,Drama,Fantasy,Mystery
"Adventures of Sharkboy and Lavagirl 3-D, The",2005,424774.0,1907,1,3.7,42588.0,93,Action,Adventure,Comedy
Danny the dog,2005,342258.0,1913,1,7.0,108233.0,103,Action,Crime,Thriller
"Sisterhood of the Traveling Pants, The",2005,403508.0,1922,3,6.5,65157.0,119,Comedy,Drama,Romance
Mrs Palfrey at The Claremont,2005,421229.0,1951,3,7.6,4268.0,108,Comedy,Drama,
"Call of Cthulhu, The",2005,478988.0,2024,0,7.1,8920.0,47,Horror,Mystery,
Brokeback Mountain,2005,388795.0,2037,2,7.7,384021.0,134,Drama,Romance,
Lord of War,2005,399295.0,2072,2,7.6,337823.0,122,Crime,Drama,
Me and You and Everyone We Know,2005,415978.0,2233,3,7.2,37482.0,85,Comedy,Drama,
Enron: The Smartest Guys in the Room,2005,1016268.0,2254,1,7.6,20159.0,110,Biography,Documentary,History
Wedding Crashers,2005,396269.0,2270,3,7.0,376544.0,119,Comedy,Romance,
Red Eye,2005,421239.0,2290,3,6.5,142297.0,85,Thriller,,
Shopgirl,2005,338427.0,2291,2,6.3,24708.0,106,Drama,Romance,
Domino,2005,421054.0,2292,3,5.9,69481.0,127,Action,Biography,Crime
Kinky Boots,2005,434124.0,2293,3,7.1,21524.0,107,Comedy,Drama,Music
Harry Potter and the Goblet of Fire,2005,330373.0,2334,1,7.7,683545.0,157,Adventure,Family,Fantasy
Cinderella Man,2005,352248.0,2351,2,8.0,198755.0,144,Biography,Drama,Romance
Nana,2005,471834.0,2369,3,7.0,4030.0,113,Drama,Music,Romance
Happy Endings,2005,361693.0,2398,3,6.3,9422.0,128,Comedy,Drama,Music
Rent,2005,294870.0,2412,3,6.8,55982.0,135,Drama,Musical,Romance
Charlie and the Chocolate Factory,2005,367594.0,2417,3,6.7,530788.0,115,Adventure,Comedy,Family
Sisters in Law,2005,474361.0,2458,3,7.3,418.0,104,Documentary,,
Flightplan,2005,408790.0,2509,3,6.3,172206.0,98,Drama,Mystery,Thriller
Strangers with Candy,2005,369994.0,2511,3,5.9,8456.0,97,Comedy,,
Fun with Dick and Jane,2005,369441.0,2518,3,6.2,154629.0,90,Comedy,Crime,
Dark Water,2005,382628.0,2522,3,5.6,65474.0,105,Drama,Horror,Mystery
Fantastic Four,2005,120667.0,2541,1,5.7,344421.0,106,Action,Adventure,Fantasy
Tristram Shandy: A Cock and Bull Story,2005,423409.0,2559,2,6.7,13188.0,94,Comedy,,
"Ballad of Jack and Rose, The",2005,357110.0,2568,3,6.5,12184.0,112,Drama,,
Coach Carter,2005,393162.0,2575,3,7.3,172665.0,136,Biography,Drama,Sport
Tideland,2005,410764.0,2630,3,6.3,34726.0,120,Drama,Fantasy,Horror
Dear Wendy,2005,342272.0,2687,1,6.5,10481.0,105,Comedy,Crime,Drama
Hoodwinked!,2005,443536.0,2739,3,6.5,66498.0,80,Adventure,Animation,Comedy
Nine Lives,2005,420015.0,2933,3,6.7,7155.0,115,Drama,,
L&#39;empire des loups,2005,402158.0,3046,3,5.8,12193.0,128,Action,Crime,Drama
Final Fantasy VII: Advent Children,2005,385700.0,3053,3,7.1,58280.0,101,Action,Adventure,Animation
Madagascar,2005,351283.0,3149,0,6.9,439078.0,86,Adventure,Animation,Comedy
Isolation,2005,446719.0,3184,1,5.6,8030.0,95,Horror,Sci-Fi,Thriller
Memoirs of a Geisha,2005,397535.0,3237,3,7.3,161325.0,145,Drama,Romance,
Hustle &amp; Flow,2005,410097.0,3246,3,7.3,43293.0,116,Crime,Drama,Music
MirrorMask,2005,366780.0,3266,3,6.7,23701.0,101,Drama,Fantasy,
Proof,2005,377107.0,3430,3,6.7,46360.0,100,Drama,Mystery,
Mr. &amp; Mrs. Smith,2005,356910.0,3619,2,6.5,543466.0,120,Action,Comedy,Crime
"Devil&#39;s Rejects, The",2005,395584.0,3628,3,6.7,105977.0,107,Crime,Drama,Horror
House of the Dead 2,2005,435665.0,3631,3,3.7,6191.0,95,Action,Comedy,Horror
"Ring Two, The",2005,377109.0,3660,3,5.4,101174.0,110,Horror,Mystery,
Ice Princess,2005,396652.0,3677,3,6.0,28983.0,98,Comedy,Drama,Family
Constantine,2005,360486.0,3697,1,7.0,375427.0,121,Action,Fantasy,Horror
Hostel,2005,450278.0,3698,1,5.9,191447.0,94,Horror,,
"Yours, Mine and Ours",2005,443295.0,3727,3,5.5,30376.0,88,Comedy,Family,Romance
"Wedding Date, The",2005,372532.0,3767,3,6.1,56381.0,90,Comedy,Romance,
Capote,2005,379725.0,3991,3,7.3,141244.0,114,Biography,Crime,Drama
Beauty Shop,2005,388500.0,3995,3,5.6,18710.0,105,Comedy,,
Match Point,2005,416320.0,4077,3,7.6,228500.0,124,Drama,Romance,Thriller
Hitch,2005,386588.0,4113,2,6.6,335994.0,118,Comedy,Romance,
Kids in America,2005,408961.0,4118,3,5.6,2806.0,91,Comedy,,
Must Love Dogs,2005,417001.0,4150,2,5.9,33105.0,98,Comedy,Romance,
Twelve and Holding,2005,417385.0,4178,3,7.4,7122.0,94,Drama,,
BloodRayne,2005,383222.0,4218,3,3.0,37254.0,95,Action,Fantasy,Horror
Rumor Has It...,2005,398375.0,4229,3,5.5,61759.0,97,Comedy,Drama,Romance
Stealth,2005,382992.0,4233,1,5.1,56334.0,121,Action,Adventure,Sci-Fi
Vampire Bats,2005,473105.0,4234,3,4.2,1464.0,90,Action,Adventure,Horror
Pride and Prejudice,2005,414387.0,4254,3,7.8,332044.0,129,Drama,Romance,
Hate Crime,2005,415833.0,4339,2,6.3,1607.0,104,Crime,Drama,Mystery
"Fog, The",2005,432291.0,4386,3,3.7,39270.0,100,Horror,Mystery,
Adam &amp; Steve,2005,372122.0,4454,3,5.8,3279.0,99,Comedy,Drama,Music
Munich,2005,408306.0,4518,1,7.5,238706.0,164,Action,Drama,History
"Exorcism of Emily Rose, The",2005,404032.0,4528,3,6.7,140377.0,119,Drama,Horror,Thriller
Bewitched,2005,374536.0,4593,3,4.8,75594.0,102,Comedy,Fantasy,Romance
"Three Burials of Melquiades Estrada, The",2005,419294.0,4629,3,7.3,41927.0,121,Adventure,Crime,Drama
20 centimetros,2005,421528.0,4648,3,6.6,1944.0,112,Comedy,Musical,
Cursed,2005,257516.0,4676,3,5.0,35052.0,97,Comedy,Horror,
"Amityville Horror, The",2005,384806.0,4688,3,5.9,117520.0,90,Horror,,
Son of the Mask,2005,362165.0,4711,1,2.3,59477.0,94,Comedy,Family,Fantasy
Paradise Now,2005,445620.0,4724,1,7.4,24104.0,91,Crime,Drama,Thriller
Boynton Beach Club,2005,439478.0,4747,3,6.5,1171.0,105,Comedy,Romance,
Le couperet,2005,422015.0,4761,3,7.3,8433.0,117,Comedy,Crime,Drama
White Noise,2005,375210.0,4769,1,5.5,50905.0,101,Drama,Horror,Mystery
Separate Lies,2005,369053.0,4783,1,6.4,4658.0,85,Crime,Drama,Romance
Transporter 2,2005,388482.0,4795,1,6.3,215828.0,87,Action,Crime,Thriller
Keeping Mum,2005,444653.0,4798,3,6.8,35970.0,99,Comedy,Crime,
Gespenster,2005,419773.0,4834,3,6.8,1631.0,85,Drama,,
Adam&#39;s Apples,2005,418455.0,4961,0,7.7,54751.0,94,Comedy,Crime,Drama
Boogeyman,2005,357507.0,4968,2,4.2,32625.0,89,Drama,Horror,Mystery
Sweet Land,2005,428038.0,5012,3,7.1,4158.0,110,Drama,Romance,
Tjenare kungen,2005,423382.0,5030,3,6.1,3390.0,94,Comedy,Drama,Music
Boy Eats Girl,2005,415679.0,5046,2,4.9,4013.0,80,Comedy,Fantasy,Horror
Die You Zombie Bastards!,2005,349349.0,5051,1,4.2,743.0,97,Comedy,Fantasy,Horror
Mortuary,2005,415167.0,5059,3,4.2,6269.0,94,Horror,Mystery,Thriller
Lords of Dogtown,2005,355702.0,5103,2,7.1,58345.0,107,Biography,Drama,Sport
Zathura: A Space Adventure,2005,406375.0,5112,0,6.3,115650.0,101,Action,Adventure,Comedy
"Aura, The",2005,420509.0,5178,1,7.1,14783.0,134,Crime,Drama,Thriller
Valiant,2005,361089.0,5302,1,5.5,24467.0,76,Adventure,Animation,Comedy
Turtles Are Surprisingly Fast Swimmers,2005,455577.0,5372,3,6.5,985.0,90,Comedy,,
Gekijoban XXXHolic Manatsu no yoru no yume,2005,466405.0,5395,3,7.1,736.0,60,Animation,Comedy,Drama
"Proposition, The",2005,421238.0,5455,1,7.3,55046.0,104,Crime,Drama,Western
Swimmers,2005,384573.0,5498,3,6.3,463.0,90,Drama,,
Romance &amp; Cigarettes,2005,368222.0,5524,3,6.2,12852.0,105,Comedy,Musical,Romance
Bad Reputation,2005,478976.0,5547,3,4.1,900.0,90,Drama,Horror,Thriller
C.R.A.Z.Y.,2005,401085.0,5697,3,7.8,34157.0,129,Comedy,Drama,
Fr&aacute;giles (Fragile),2005,422272.0,5747,3,6.0,17574.0,101,Horror,Mystery,Thriller
A History of Violence,2005,399146.0,5800,3,7.4,253404.0,96,Action,Crime,Drama
"Violin, The",2005,451966.0,5886,1,7.6,2599.0,98,Drama,Music,
Breakfast on Pluto,2005,411195.0,6014,3,7.2,24611.0,128,Comedy,Drama,
Rinne,2005,456630.0,6121,3,6.1,6780.0,96,Horror,Mystery,
Die Hohle des gelben Hundes,2005,432325.0,6170,3,7.5,3540.0,93,Drama,Family,
"Prize Winner of Defiance, Ohio, The",2005,406158.0,6212,3,7.2,8161.0,99,Biography,Drama,
"Longest Yard, The",2005,398165.0,6403,1,6.4,195669.0,113,Comedy,Crime,Sport
Funky Forest: The First Contact,2005,451829.0,6414,3,6.6,2735.0,150,Comedy,Fantasy,
Little Manhattan,2005,412922.0,6485,3,7.4,24822.0,90,Comedy,Family,Romance
"Pacifier, The",2005,395699.0,6503,3,5.6,101161.0,95,Action,Comedy,Drama
House of Wax,2005,397065.0,6568,2,5.5,134372.0,113,Horror,Thriller,
Monster-in-Law,2005,369735.0,6575,0,5.6,65677.0,101,Comedy,Romance,
Elektra,2005,357277.0,6640,3,4.7,98101.0,97,Action,Adventure,Crime
Free Zone,2005,441761.0,7075,3,5.7,3011.0,90,Comedy,Drama,
Rofuto,2005,443231.0,7184,3,5.5,1231.0,115,Horror,,
Chicken Little,2005,371606.0,7193,1,5.7,101117.0,81,Adventure,Animation,Comedy
Wolf Creek,2005,416315.0,7198,3,6.2,78620.0,99,Horror,Thriller,
Linda Linda Linda,2005,468795.0,7248,3,7.5,4504.0,114,Comedy,Drama,Music
13 Tzameti,2005,475169.0,7390,1,7.3,18050.0,93,Crime,Drama,Thriller
"Perfect Man, The",2005,380623.0,7529,3,5.4,32121.0,100,Comedy,Family,Romance
Four Brothers,2005,430105.0,7539,1,6.8,156811.0,109,Action,Crime,Drama
Cry_Wolf,2005,384286.0,7625,3,5.8,28566.0,90,Drama,Horror,Mystery
"Producers, The",2005,395251.0,8390,0,6.3,44836.0,134,Comedy,Crime,Musical
Twitches,2005,467421.0,8415,1,5.7,9628.0,86,Comedy,Drama,Family
Little Fish,2005,382810.0,8453,3,6.1,9263.0,114,Crime,Drama,Romance
Where the Truth Lies,2005,373450.0,8476,3,6.4,18797.0,107,Crime,Mystery,Thriller
All the Invisible Children,2005,411098.0,8519,3,7.4,4290.0,124,Drama,,
Stay,2005,371257.0,8532,1,6.7,86278.0,99,Drama,Mystery,Thriller
"Quiet, The",2005,414951.0,8537,3,6.1,17561.0,96,Crime,Drama,Thriller
Just Sex and Nothing Else,2005,402115.0,8544,2,6.3,3266.0,97,Comedy,,
Say Uncle,2005,401385.0,8550,2,5.6,692.0,91,Comedy,Drama,
Tickets,2005,418239.0,8664,0,6.9,2862.0,109,Comedy,Drama,
Elizabethtown,2005,368709.0,8908,3,6.3,72796.0,123,Comedy,Drama,Romance
Wallace &amp; Gromit: The Curse of the Were-Rabbit,2005,312004.0,9092,1,7.5,146566.0,85,Adventure,Animation,Comedy
La moustache,2005,428856.0,9139,2,6.6,5602.0,87,Drama,Mystery,
Azumi 2: Death or Love,2005,431641.0,9550,3,6.2,5724.0,108,Action,Adventure,Drama
Survival Island,2005,377309.0,9745,2,4.9,10496.0,95,Drama,Thriller,
Chandramukhi,2005,449869.0,9959,2,7.2,7128.0,166,Action,Comedy,Drama
Santa&#39;s Slay,2005,393685.0,10312,3,5.3,11243.0,78,Comedy,Fantasy,Horror
Tyler Perry&#146;s Diary of a mad black woman,2005,422093.0,10336,3,5.7,15874.0,116,Comedy,Drama,Romance
"Family Stone, The",2005,356680.0,10422,3,6.3,75346.0,103,Comedy,Drama,Romance
Cheaper by the Dozen 2,2005,452598.0,10836,2,5.5,62970.0,94,Adventure,Comedy,Family
Green Street Hooligans,2005,385002.0,10891,0,7.4,162173.0,109,Crime,Drama,Sport
THE MATADOR,2005,365485.0,11050,1,6.7,46445.0,96,Comedy,Crime,Thriller
Nanny McPhee,2005,396752.0,11139,0,6.6,85678.0,97,Comedy,Family,Fantasy
"Magic of Ordinary Days, The",2005,406046.0,11182,3,7.5,6120.0,98,Drama,,
"Upside of Anger, The",2005,365885.0,11304,3,6.8,23040.0,118,Comedy,Drama,
Idiocracy,2006,387808.0,10,1,6.5,183680.0,84,Adventure,Comedy,Sci-Fi
"Devil Wears Prada, The",2006,458352.0,144,3,6.9,470186.0,109,Comedy,Drama,
Pirates of the Caribbean: Dead Man&#39;s Chest,2006,383574.0,167,2,7.4,769770.0,151,Action,Adventure,Fantasy
Penelope,2006,472160.0,171,3,6.7,66463.0,104,Comedy,Fantasy,Romance
"Pursuit of Happyness, The",2006,454921.0,198,0,8.0,563057.0,117,Biography,Drama,
"Holiday, The",2006,457939.0,215,3,6.9,323838.0,136,Comedy,Romance,
